,dteday,hr,weathersit,temp,atemp,hum,windspeed,casual,cnt
6534,2011-10-04,20,1,0.52,0.5,0.68,0.2239,25,261
10919,2012-04-05,3,1,0.42,0.4242,0.41,0.2985,0,5
16656,2012-12-01,19,2,0.32,0.3485,0.81,0.0,30,249
13242,2012-07-10,23,2,0.64,0.5758,0.89,0.1045,29,103
16119,2012-11-09,9,1,0.34,0.303,0.53,0.4179,23,327
15365,2012-10-07,10,2,0.42,0.4242,0.67,0.19399999999999998,41,185
8891,2012-01-11,8,1,0.2,0.2273,0.82,0.1045,11,499
3832,2011-06-13,14,1,0.7,0.6364,0.34,0.2537,55,200
16159,2012-11-11,1,1,0.34,0.3485,0.76,0.0896,26,108
4776,2011-07-22,22,2,0.84,0.7879,0.49,0.0896,44,149
7997,2011-12-04,21,1,0.36,0.3636,0.81,0.1045,7,72
4276,2011-07-02,2,1,0.64,0.6212,0.53,0.0,9,52
8445,2011-12-23,13,1,0.4,0.4091,0.5,0.4627,17,194
17047,2012-12-18,2,2,0.44,0.4394,0.88,0.2239,2,7
580,2011-01-26,11,3,0.22,0.19699999999999998,0.93,0.3284,6,41
14639,2012-09-07,4,1,0.62,0.5606,0.88,0.0,1,8
278,2011-01-13,1,1,0.14,0.1212,0.5,0.2836,0,2
6771,2011-10-14,17,1,0.58,0.5455,0.46,0.4179,55,481
7415,2011-11-10,14,3,0.36,0.3333,0.87,0.2836,6,64
3252,2011-05-20,10,1,0.56,0.5303,0.64,0.19399999999999998,44,148
13212,2012-07-09,17,1,0.78,0.6970000000000001,0.4,0.1642,108,849
10672,2012-03-25,19,1,0.5,0.4848,0.72,0.2537,114,375
17199,2012-12-24,11,2,0.26,0.2576,0.6,0.1642,20,124
289,2011-01-13,12,1,0.2,0.1667,0.44,0.4179,3,52
13036,2012-07-02,9,1,0.78,0.6970000000000001,0.46,0.2537,56,295
3075,2011-05-13,1,1,0.52,0.5,0.83,0.1642,5,20
15854,2012-10-27,19,2,0.52,0.5,0.72,0.2239,67,300
15046,2012-09-24,3,1,0.46,0.4545,0.63,0.1642,0,5
13371,2012-07-16,8,1,0.74,0.6970000000000001,0.66,0.1045,48,667
16102,2012-11-08,16,1,0.42,0.4242,0.16,0.3881,18,339
11546,2012-05-01,7,2,0.5,0.4848,0.94,0.2537,8,169
9582,2012-02-09,5,1,0.2,0.1818,0.75,0.2836,0,18
13075,2012-07-04,0,1,0.68,0.6364,0.79,0.0896,19,159
14738,2012-09-11,7,1,0.5,0.4848,0.72,0.1045,24,596
270,2011-01-12,17,1,0.2,0.1818,0.47,0.3582,0,139
4570,2011-07-14,8,1,0.64,0.6212,0.5,0.3582,53,486
14841,2012-09-15,14,1,0.68,0.6364,0.34,0.3284,325,715
14978,2012-09-21,7,1,0.52,0.5,0.77,0.0,35,503
15695,2012-10-21,4,1,0.36,0.3485,0.71,0.1642,8,21
16288,2012-11-16,10,1,0.34,0.3333,0.53,0.19399999999999998,33,198
12399,2012-06-05,20,1,0.56,0.5303,0.49,0.2239,44,415
11410,2012-04-25,15,1,0.58,0.5455,0.19,0.1642,47,229
9583,2012-02-09,6,1,0.2,0.1818,0.75,0.2836,1,76
6696,2011-10-11,14,3,0.6,0.5909,0.73,0.1045,54,171
12167,2012-05-27,4,1,0.62,0.5758,0.83,0.19399999999999998,4,11
4316,2011-07-03,18,3,0.8,0.7424,0.49,0.8507,74,181
3180,2011-05-17,10,3,0.54,0.5152,0.88,0.2537,31,104
14340,2012-08-25,17,2,0.66,0.6212,0.74,0.3284,132,403
1422,2011-03-04,13,1,0.34,0.3182,0.42,0.2239,13,87
8275,2011-12-16,11,2,0.34,0.303,0.42,0.2985,9,144
9065,2012-01-18,15,1,0.3,0.2576,0.33,0.5224,8,130
11030,2012-04-09,18,1,0.54,0.5152,0.34,0.2985,60,646
15208,2012-09-30,21,1,0.5,0.4848,0.68,0.0,19,123
4557,2011-07-13,19,1,0.7,0.6667,0.79,0.1045,79,419
12692,2012-06-18,1,1,0.54,0.5152,0.77,0.2239,9,14
7812,2011-11-27,3,1,0.34,0.3636,0.87,0.0,9,17
12839,2012-06-24,4,2,0.66,0.6212,0.65,0.0,4,13
6297,2011-09-24,23,2,0.6,0.5455,0.88,0.0896,27,150
17257,2012-12-26,22,3,0.24,0.19699999999999998,0.93,0.4478,0,11
13551,2012-07-23,20,1,0.76,0.7121,0.62,0.1642,56,403
17125,2012-12-21,8,2,0.32,0.303,0.57,0.2836,8,472
1132,2011-02-19,22,1,0.3,0.2576,0.28,0.4925,2,44
10642,2012-03-24,13,3,0.52,0.5,0.94,0.2537,62,196
12146,2012-05-26,7,2,0.62,0.5606,0.88,0.1642,10,54
10521,2012-03-19,12,1,0.6,0.6061,0.64,0.2537,71,282
10827,2012-04-01,6,2,0.36,0.3485,0.76,0.1343,9,97
6242,2011-09-22,16,2,0.68,0.6364,0.74,0.1343,39,301
14653,2012-09-07,18,1,0.76,0.7121,0.62,0.2985,95,792
2871,2011-05-04,13,2,0.46,0.4545,0.59,0.4478,15,143
12938,2012-06-28,7,1,0.62,0.6061,0.61,0.1045,24,508
7423,2011-11-10,22,1,0.36,0.3333,0.53,0.2836,5,89
12996,2012-06-30,17,1,0.88,0.7727,0.32,0.1343,131,362
13471,2012-07-20,12,3,0.68,0.6364,0.83,0.1642,41,274
10152,2012-03-04,2,2,0.36,0.3485,0.4,0.1642,14,80
13322,2012-07-14,7,1,0.64,0.5909,0.78,0.2836,7,48
15162,2012-09-28,23,2,0.56,0.5303,0.56,0.19399999999999998,26,190
5520,2011-08-22,22,1,0.64,0.6212,0.38,0.2985,32,153
9408,2012-02-01,22,1,0.5,0.4848,0.55,0.19399999999999998,7,140
16142,2012-11-10,8,1,0.32,0.3485,0.76,0.0,16,146
13869,2012-08-06,2,2,0.72,0.6970000000000001,0.79,0.1343,0,5
9256,2012-01-26,14,2,0.4,0.4091,0.71,0.1045,16,128
3786,2011-06-11,16,2,0.8,0.7273,0.46,0.19399999999999998,169,394
12602,2012-06-14,7,1,0.6,0.6061,0.6,0.2836,26,506
15598,2012-10-17,3,1,0.36,0.3788,0.87,0.0,0,7
8345,2011-12-19,9,1,0.22,0.2121,0.69,0.2239,17,183
2161,2011-04-04,22,2,0.68,0.6364,0.36,0.4627,17,75
3008,2011-05-10,6,1,0.42,0.4242,0.67,0.1343,9,112
1105,2011-02-18,19,1,0.62,0.6212,0.29,0.5821,16,162
13652,2012-07-28,1,1,0.72,0.6818,0.7,0.0896,11,80
692,2011-02-01,5,3,0.14,0.2121,0.93,0.0,0,3
17349,2012-12-30,18,2,0.24,0.2121,0.44,0.2985,12,125
4956,2011-07-30,10,1,0.82,0.7424,0.41,0.2985,79,261
8307,2011-12-17,19,3,0.24,0.2121,0.65,0.3284,11,106
16900,2012-12-11,23,1,0.3,0.2879,0.52,0.2239,4,64
4369,2011-07-05,23,1,0.74,0.6970000000000001,0.66,0.1642,19,73
2765,2011-04-30,3,2,0.42,0.4242,0.54,0.19399999999999998,4,17
3929,2011-06-17,15,1,0.78,0.6970000000000001,0.43,0.2239,62,243
14127,2012-08-16,20,1,0.76,0.6818,0.4,0.0896,100,514
11622,2012-05-04,11,2,0.7,0.6515,0.61,0.0,77,258
3696,2011-06-07,22,1,0.7,0.6515,0.65,0.1343,27,153
7778,2011-11-25,17,1,0.5,0.4848,0.34,0.1045,57,184
13461,2012-07-20,2,2,0.66,0.5909,0.89,0.0896,5,19
628,2011-01-29,11,2,0.18,0.19699999999999998,0.64,0.1343,4,64
2451,2011-04-17,1,1,0.42,0.4242,0.67,0.2239,6,31
13203,2012-07-09,8,2,0.66,0.6061,0.83,0.1642,26,455
15287,2012-10-04,4,2,0.64,0.5758,0.89,0.0,0,10
3824,2011-06-13,6,1,0.54,0.5152,0.64,0.4179,7,105
4422,2011-07-08,4,1,0.7,0.6667,0.79,0.2537,7,11
10844,2012-04-01,23,3,0.46,0.4545,0.72,0.0,10,63
17347,2012-12-30,16,1,0.28,0.2424,0.38,0.4179,31,133
3743,2011-06-09,21,3,0.76,0.6970000000000001,0.52,0.0,29,171
2176,2011-04-05,13,2,0.36,0.3333,0.63,0.4179,5,56
6689,2011-10-11,7,2,0.52,0.5,0.88,0.0896,19,352
8858,2012-01-09,22,2,0.2,0.2273,0.92,0.1045,8,62
3318,2011-05-23,4,2,0.54,0.5152,0.94,0.0,2,4
13427,2012-07-18,16,1,0.74,0.6970000000000001,0.66,0.2537,34,224
9653,2012-02-12,4,2,0.1,0.0455,0.46,0.7164,0,1
7432,2011-11-11,7,1,0.28,0.2727,0.45,0.2537,5,121
2787,2011-05-01,1,1,0.42,0.4242,0.69,0.1045,9,59
12297,2012-06-01,14,3,0.72,0.6818,0.66,0.2836,55,254
1196,2011-02-22,21,1,0.2,0.19699999999999998,0.47,0.2537,2,82
1676,2011-03-15,11,2,0.34,0.3182,0.57,0.2239,27,78
3947,2011-06-18,9,1,0.7,0.6515,0.61,0.2239,62,218
7618,2011-11-19,1,1,0.26,0.2273,0.52,0.2985,1,35
4444,2011-07-09,2,1,0.64,0.5758,0.89,0.1642,12,55
15805,2012-10-25,18,1,0.56,0.5303,0.83,0.1045,77,809
10852,2012-04-02,8,1,0.36,0.3333,0.57,0.3284,36,589
15997,2012-11-04,6,1,0.28,0.2879,0.61,0.1343,2,16
5722,2011-08-31,21,1,0.66,0.6212,0.61,0.0896,27,201
14431,2012-08-29,12,1,0.76,0.6818,0.4,0.0,79,360
10695,2012-03-26,18,1,0.44,0.4394,0.26,0.4478,90,684
15715,2012-10-22,0,1,0.4,0.4091,0.62,0.0,3,31
2369,2011-04-13,15,2,0.44,0.4394,0.72,0.2836,12,81
4967,2011-07-30,21,1,0.8,0.7424,0.49,0.1642,82,205
2217,2011-04-07,6,1,0.32,0.303,0.81,0.2537,5,64
8148,2011-12-11,4,1,0.16,0.1667,0.59,0.1642,0,5
10410,2012-03-14,21,1,0.6,0.6212,0.4,0.0896,47,288
3326,2011-05-23,12,1,0.68,0.6364,0.69,0.3881,65,204
13730,2012-07-31,7,1,0.68,0.6364,0.83,0.2239,21,513
3583,2011-06-03,5,1,0.52,0.5,0.48,0.3582,4,28
17200,2012-12-24,12,2,0.28,0.303,0.56,0.0896,22,135
17240,2012-12-26,5,2,0.22,0.2121,0.69,0.2836,0,11
3619,2011-06-04,17,2,0.72,0.6515,0.34,0.2537,142,344
6217,2011-09-21,15,2,0.66,0.6212,0.74,0.1045,43,185
2468,2011-04-17,18,1,0.56,0.5303,0.3,0.3881,102,277
12424,2012-06-06,21,1,0.54,0.5152,0.73,0.1642,38,298
16357,2012-11-19,7,2,0.36,0.3333,0.66,0.2985,5,386
8277,2011-12-16,13,2,0.34,0.303,0.39,0.3582,12,137
15690,2012-10-20,23,1,0.42,0.4242,0.58,0.0,27,163
5973,2011-09-11,10,1,0.7,0.6515,0.65,0.0,120,334
10993,2012-04-08,5,1,0.38,0.3939,0.46,0.0,4,12
11863,2012-05-14,12,2,0.56,0.5303,0.88,0.2836,53,185
3667,2011-06-06,17,1,0.78,0.6818,0.33,0.2836,63,579
12474,2012-06-08,23,1,0.64,0.6212,0.57,0.1642,52,215
5158,2011-08-07,20,1,0.72,0.7121,0.84,0.1343,50,183
7594,2011-11-18,1,1,0.26,0.2273,0.44,0.3284,0,10
6976,2011-10-23,7,1,0.34,0.3485,0.87,0.0896,3,21
12782,2012-06-21,19,1,0.88,0.8029999999999999,0.39,0.2239,84,499
10211,2012-03-06,13,1,0.3,0.303,0.39,0.1343,16,164
3423,2011-05-27,13,1,0.74,0.6818,0.58,0.19399999999999998,51,209
10717,2012-03-27,16,1,0.42,0.4242,0.2,0.0,38,305
8199,2011-12-13,7,1,0.16,0.1667,0.8,0.1642,2,223
2409,2011-04-15,7,1,0.4,0.4091,0.71,0.1642,10,149
3212,2011-05-18,18,1,0.6,0.5909,0.73,0.2239,58,489
15874,2012-10-28,15,2,0.5,0.4848,0.63,0.4925,76,301
5366,2011-08-16,12,1,0.76,0.6818,0.48,0.3284,42,162
13762,2012-08-01,15,1,0.82,0.7576,0.46,0.1642,89,295
6593,2011-10-07,7,1,0.42,0.4242,0.94,0.0,5,242
2895,2011-05-05,13,1,0.54,0.5152,0.3,0.5821,50,192
16232,2012-11-14,2,1,0.24,0.2121,0.6,0.2985,0,1
12906,2012-06-26,23,1,0.62,0.6212,0.41,0.1343,13,131
1296,2011-02-27,4,1,0.24,0.2424,0.87,0.1343,0,2
11617,2012-05-04,6,1,0.54,0.5152,0.94,0.1045,8,135
3642,2011-06-05,16,1,0.72,0.6667,0.51,0.0896,138,398
15059,2012-09-24,16,1,0.58,0.5455,0.3,0.2537,99,516
13632,2012-07-27,5,1,0.7,0.6667,0.84,0.0,3,37
15552,2012-10-15,5,2,0.56,0.5303,0.73,0.2836,2,40
9475,2012-02-04,17,3,0.3,0.2879,0.7,0.19399999999999998,13,67
10193,2012-03-05,19,1,0.26,0.2576,0.53,0.2239,6,226
15970,2012-11-03,3,2,0.34,0.3182,0.49,0.2537,6,28
9061,2012-01-18,11,1,0.3,0.2727,0.42,0.3881,4,114
17121,2012-12-21,4,2,0.36,0.3182,0.71,0.4925,1,6
16962,2012-12-14,13,1,0.36,0.3485,0.5,0.2239,39,313
8548,2011-12-27,22,1,0.32,0.3333,0.87,0.0896,3,32
17302,2012-12-28,19,2,0.24,0.2273,0.65,0.19399999999999998,15,128
5451,2011-08-20,1,1,0.62,0.5758,0.83,0.0,12,47
7160,2011-10-30,23,1,0.26,0.303,0.87,0.0,7,37
10685,2012-03-26,8,1,0.44,0.4394,0.62,0.2239,32,657
7866,2011-11-29,10,3,0.56,0.5303,0.73,0.4179,2,36
2743,2011-04-29,5,1,0.46,0.4545,0.47,0.1343,0,25
9467,2012-02-04,9,1,0.24,0.2424,0.81,0.1343,16,157
10082,2012-03-01,4,1,0.48,0.4697,0.88,0.19399999999999998,0,5
12867,2012-06-25,8,1,0.66,0.6212,0.69,0.19399999999999998,53,608
13557,2012-07-24,2,1,0.66,0.6061,0.83,0.1642,6,16
9797,2012-02-18,4,1,0.26,0.303,0.7,0.0,3,7
11755,2012-05-10,0,3,0.5,0.4848,0.77,0.1642,2,33
4958,2011-07-30,12,1,0.84,0.7273,0.32,0.1642,111,341
15236,2012-10-02,1,2,0.54,0.5152,0.77,0.1045,0,11
10572,2012-03-21,15,2,0.56,0.5303,0.78,0.0,68,243
6474,2011-10-02,8,2,0.34,0.3333,0.76,0.19399999999999998,14,64
16787,2012-12-07,6,2,0.28,0.2727,0.75,0.1642,0,84
7888,2011-11-30,8,1,0.28,0.2727,0.81,0.19399999999999998,13,478
15446,2012-10-10,19,2,0.56,0.5303,0.46,0.5821,32,566
8811,2012-01-07,23,1,0.42,0.4242,0.38,0.2239,16,119
11498,2012-04-29,7,2,0.34,0.3333,0.87,0.1343,7,27
492,2011-01-22,14,1,0.1,0.1364,0.33,0.1045,11,75
11691,2012-05-07,8,2,0.5,0.4848,0.82,0.19399999999999998,31,639
14810,2012-09-14,7,2,0.56,0.5303,0.88,0.0,17,454
1116,2011-02-19,6,1,0.4,0.4091,0.17,0.4179,3,6
5637,2011-08-28,8,3,0.62,0.5758,0.83,0.4179,2,8
16295,2012-11-16,17,1,0.36,0.3485,0.46,0.19399999999999998,41,580
1757,2011-03-18,22,1,0.62,0.6212,0.5,0.1642,55,118
11486,2012-04-28,19,3,0.36,0.3485,0.71,0.1343,29,139
13763,2012-08-01,16,1,0.8,0.7576,0.55,0.2836,93,479
16570,2012-11-28,4,2,0.26,0.2576,0.7,0.19399999999999998,0,4
15965,2012-11-02,22,1,0.36,0.3333,0.46,0.2537,14,149
6589,2011-10-07,3,1,0.4,0.4091,0.87,0.0,1,10
2645,2011-04-25,3,2,0.5,0.4848,1.0,0.1045,2,10
17290,2012-12-28,7,1,0.22,0.2273,0.64,0.1642,1,112
7557,2011-11-16,12,3,0.46,0.4545,1.0,0.0,5,54
10692,2012-03-26,15,1,0.48,0.4697,0.29,0.6119,66,223
14829,2012-09-15,2,1,0.58,0.5455,0.78,0.1045,18,93
5241,2011-08-11,7,1,0.66,0.6212,0.54,0.1343,15,307
3644,2011-06-05,18,1,0.7,0.6515,0.58,0.1045,124,363
2783,2011-04-30,21,1,0.44,0.4394,0.62,0.1343,58,177
12001,2012-05-20,6,1,0.5,0.4848,0.63,0.1343,4,25
16181,2012-11-11,23,1,0.42,0.4242,0.71,0.19399999999999998,16,109
10661,2012-03-25,8,2,0.4,0.4091,0.94,0.3284,21,89
14794,2012-09-13,15,1,0.72,0.6515,0.42,0.1045,99,352
1696,2011-03-16,8,2,0.32,0.3182,0.93,0.0,26,253
5685,2011-08-30,8,1,0.62,0.6212,0.57,0.1343,34,493
2295,2011-04-10,12,2,0.42,0.4242,0.88,0.1343,94,230
5939,2011-09-10,0,1,0.62,0.5455,0.94,0.0,32,116
7763,2011-11-25,2,1,0.28,0.2879,0.81,0.1045,4,10
10244,2012-03-07,22,1,0.46,0.4545,0.59,0.2985,10,159
9968,2012-02-25,9,3,0.22,0.19699999999999998,0.75,0.3284,15,122
11033,2012-04-09,21,3,0.48,0.4697,0.41,0.4179,14,165
3313,2011-05-22,23,2,0.58,0.5455,0.83,0.1343,19,65
4781,2011-07-23,3,1,0.78,0.7576,0.66,0.0896,6,22
8350,2011-12-19,14,1,0.36,0.3485,0.46,0.2239,30,137
13780,2012-08-02,9,1,0.76,0.7273,0.66,0.1045,31,343
9784,2012-02-17,15,1,0.42,0.4242,0.35,0.4179,41,221
9915,2012-02-23,4,1,0.4,0.4091,0.76,0.2239,0,1
7605,2011-11-18,12,1,0.32,0.3333,0.33,0.0,22,165
215,2011-01-10,6,1,0.12,0.1212,0.5,0.2836,0,31
11365,2012-04-23,18,3,0.32,0.3333,0.81,0.1343,10,379
6707,2011-10-12,1,3,0.56,0.5303,0.83,0.1343,2,10
15269,2012-10-03,10,1,0.66,0.6061,0.78,0.1642,29,175
8682,2012-01-02,14,1,0.3,0.2727,0.36,0.4179,10,151
1994,2011-03-28,23,1,0.28,0.2576,0.24,0.2985,1,19
3483,2011-05-30,1,1,0.64,0.5606,0.94,0.1343,26,79
7006,2011-10-24,13,2,0.54,0.5152,0.64,0.2239,60,198
5102,2011-08-05,12,1,0.76,0.6970000000000001,0.52,0.2537,57,216
11623,2012-05-04,12,3,0.62,0.5909,0.78,0.3582,46,171
6599,2011-10-07,13,1,0.6,0.6212,0.46,0.0,95,305
3764,2011-06-10,18,1,0.8,0.7727,0.59,0.2239,96,463
14695,2012-09-09,12,1,0.66,0.6212,0.47,0.0,247,757
6410,2011-09-29,16,1,0.68,0.6364,0.41,0.3582,64,291
14023,2012-08-12,12,1,0.74,0.6667,0.42,0.19399999999999998,163,505
25,2011-01-02,1,2,0.44,0.4394,0.94,0.2537,1,17
16895,2012-12-11,18,1,0.32,0.303,0.53,0.2239,23,546
10601,2012-03-22,20,1,0.62,0.5909,0.73,0.2836,64,424
11462,2012-04-27,19,1,0.5,0.4848,0.27,0.3881,62,441
7659,2011-11-20,18,2,0.54,0.5152,0.64,0.19399999999999998,22,145
16171,2012-11-11,13,1,0.54,0.5152,0.45,0.1045,262,686
9744,2012-02-15,23,1,0.34,0.3485,0.53,0.0896,4,58
232,2011-01-10,23,1,0.14,0.1515,0.59,0.1642,0,18
15984,2012-11-03,17,2,0.36,0.3333,0.46,0.2985,112,410
6683,2011-10-11,1,2,0.52,0.5,0.94,0.0896,2,11
12063,2012-05-22,20,1,0.64,0.6061,0.73,0.2537,54,373
11594,2012-05-03,7,3,0.44,0.4394,0.94,0.1045,8,384
12721,2012-06-19,6,2,0.6,0.5758,0.78,0.1045,9,161
9171,2012-01-23,1,2,0.18,0.2121,0.86,0.1045,0,4
10847,2012-04-02,2,3,0.44,0.4394,0.94,0.1343,2,5
10039,2012-02-28,8,1,0.26,0.2424,0.48,0.2836,16,559
11908,2012-05-16,9,2,0.6,0.5758,0.78,0.1343,33,347
15245,2012-10-02,10,3,0.58,0.5455,0.88,0.1343,3,45
8584,2011-12-29,11,2,0.24,0.2576,0.6,0.0896,23,122
15941,2012-11-01,22,1,0.36,0.3485,0.57,0.1642,27,202
15935,2012-11-01,16,2,0.4,0.4091,0.54,0.1642,31,344
14272,2012-08-22,21,1,0.64,0.6061,0.73,0.0,60,351
6614,2011-10-08,4,1,0.42,0.4242,0.94,0.1343,3,10
15352,2012-10-06,21,1,0.46,0.4545,0.59,0.1343,78,215
1102,2011-02-18,16,1,0.66,0.6212,0.36,0.2836,68,232
3276,2011-05-21,10,1,0.62,0.6061,0.61,0.1045,122,323
5345,2011-08-15,15,3,0.74,0.6818,0.55,0.2985,49,182
14380,2012-08-27,9,1,0.66,0.6061,0.83,0.1045,40,342
2204,2011-04-06,17,1,0.52,0.5,0.32,0.4478,53,356
16324,2012-11-17,22,2,0.32,0.3333,0.57,0.1045,15,145
12188,2012-05-28,1,2,0.62,0.5909,0.78,0.2985,14,59
8386,2011-12-21,2,2,0.36,0.3788,0.71,0.0,0,4
12903,2012-06-26,20,1,0.7,0.6364,0.3,0.2836,88,505
8835,2012-01-08,23,1,0.26,0.2424,0.56,0.2537,0,30
11477,2012-04-28,10,2,0.38,0.3939,0.4,0.1642,60,291
11308,2012-04-21,9,1,0.54,0.5152,0.77,0.1642,115,331
11767,2012-05-10,12,1,0.52,0.5,0.48,0.4179,65,272
11222,2012-04-17,19,1,0.6,0.6061,0.26,0.2537,73,537
12512,2012-06-10,13,1,0.84,0.7273,0.28,0.1343,204,492
13434,2012-07-18,23,1,0.76,0.7121,0.58,0.0896,19,131
17371,2012-12-31,16,2,0.26,0.2576,0.48,0.19399999999999998,30,214
2207,2011-04-06,20,1,0.46,0.4545,0.51,0.2239,15,141
4552,2011-07-13,14,3,0.82,0.7576,0.46,0.1343,27,116
4402,2011-07-07,8,2,0.7,0.6667,0.79,0.19399999999999998,28,443
7395,2011-11-09,18,1,0.44,0.4394,0.67,0.1045,21,408
3718,2011-06-08,20,1,0.8,0.7879,0.63,0.1343,55,280
972,2011-02-13,3,2,0.2,0.2273,0.69,0.1045,4,12
4579,2011-07-14,17,1,0.74,0.6515,0.37,0.1343,78,595
6516,2011-10-04,2,2,0.4,0.4091,0.87,0.0,1,3
719,2011-02-02,8,3,0.22,0.2121,0.93,0.2239,1,155
6155,2011-09-19,1,2,0.52,0.5,0.72,0.1045,3,10
16916,2012-12-12,15,2,0.34,0.3485,0.46,0.1045,21,228
12088,2012-05-23,21,2,0.62,0.5758,0.83,0.0,24,245
2803,2011-05-01,17,2,0.48,0.4697,0.82,0.2537,60,196
2566,2011-04-21,20,1,0.44,0.4394,0.3,0.1343,28,204
4025,2011-06-21,15,1,0.78,0.7424,0.59,0.2537,42,170
6198,2011-09-20,20,1,0.56,0.5303,0.94,0.0,41,253
8224,2011-12-14,8,2,0.26,0.303,0.87,0.0,9,467
12952,2012-06-28,21,1,0.76,0.6970000000000001,0.55,0.19399999999999998,89,398
16383,2012-11-20,9,2,0.36,0.3788,0.71,0.0,28,326
4063,2011-06-23,5,1,0.72,0.6970000000000001,0.74,0.1642,2,24
11654,2012-05-05,19,2,0.62,0.5909,0.73,0.3284,151,405
9889,2012-02-22,2,1,0.34,0.3182,0.66,0.2836,1,6
2792,2011-05-01,6,2,0.4,0.4091,0.82,0.0896,4,13
2222,2011-04-07,11,2,0.46,0.4545,0.55,0.0,36,122
5818,2011-09-04,21,1,0.72,0.6970000000000001,0.74,0.2537,104,207
11956,2012-05-18,9,1,0.56,0.5303,0.56,0.1045,57,361
3866,2011-06-15,0,1,0.56,0.5303,0.64,0.3582,8,52
13389,2012-07-17,2,1,0.72,0.6818,0.7,0.0896,1,7
16070,2012-11-07,7,2,0.26,0.2273,0.56,0.2985,5,319
11867,2012-05-14,16,3,0.62,0.6061,0.69,0.2836,20,111
10343,2012-03-12,2,1,0.38,0.3939,0.54,0.1045,4,9
14078,2012-08-14,19,1,0.76,0.7273,0.66,0.19399999999999998,94,627
11950,2012-05-18,3,1,0.46,0.4545,0.72,0.0896,6,14
15111,2012-09-26,20,1,0.66,0.6212,0.69,0.19399999999999998,45,434
3227,2011-05-19,9,2,0.54,0.5152,0.88,0.0896,40,216
4214,2011-06-29,12,1,0.76,0.6667,0.35,0.2537,55,243
3923,2011-06-17,9,1,0.7,0.6515,0.58,0.19399999999999998,28,224
12096,2012-05-24,5,2,0.6,0.5455,0.88,0.1642,1,30
10469,2012-03-17,8,2,0.42,0.4242,0.94,0.1045,63,218
13810,2012-08-03,15,1,0.88,0.8182,0.42,0.2537,112,380
1401,2011-03-03,16,1,0.26,0.303,0.23,0.0,6,71
8931,2012-01-13,0,2,0.4,0.4091,0.71,0.2836,4,42
12458,2012-06-08,7,1,0.52,0.5,0.72,0.1045,19,428
12828,2012-06-23,17,1,0.82,0.7121,0.26,0.2537,214,530
7703,2011-11-22,14,3,0.42,0.4242,1.0,0.0896,4,35
4979,2011-07-31,9,1,0.8,0.7424,0.49,0.0,55,183
3253,2011-05-20,11,2,0.58,0.5455,0.6,0.19399999999999998,63,196
16975,2012-12-15,2,1,0.26,0.303,0.81,0.0,6,69
16009,2012-11-04,18,1,0.36,0.3485,0.43,0.2239,31,237
2661,2011-04-25,19,1,0.66,0.6212,0.57,0.3284,62,382
2158,2011-04-04,19,1,0.7,0.6364,0.24,0.4627,51,278
8578,2011-12-29,5,1,0.2,0.2273,0.55,0.1045,0,10
8088,2011-12-08,16,1,0.32,0.3182,0.45,0.19399999999999998,7,208
674,2011-01-31,10,2,0.16,0.1515,0.59,0.19399999999999998,1,69
14972,2012-09-21,1,1,0.52,0.5,0.72,0.0,11,49
7011,2011-10-24,18,1,0.54,0.5152,0.6,0.0896,58,486
13589,2012-07-25,10,1,0.74,0.6515,0.37,0.0,68,231
10197,2012-03-05,23,1,0.22,0.1818,0.37,0.5821,2,31
3841,2011-06-13,23,1,0.62,0.6212,0.46,0.19399999999999998,14,89
1815,2011-03-21,9,2,0.34,0.303,0.81,0.3284,12,127
15433,2012-10-10,6,2,0.46,0.4545,0.88,0.0896,3,175
17249,2012-12-26,14,3,0.22,0.2121,0.93,0.2537,0,20
11788,2012-05-11,9,1,0.48,0.4697,0.41,0.2985,34,322
12845,2012-06-24,10,1,0.76,0.6818,0.4,0.0,161,452
16682,2012-12-02,21,2,0.44,0.4394,0.77,0.2239,8,99
2100,2011-04-02,9,2,0.34,0.3485,0.66,0.1045,22,87
17015,2012-12-16,18,3,0.38,0.3939,0.82,0.1045,8,107
6708,2011-10-12,2,2,0.56,0.5303,0.83,0.2836,0,2
1673,2011-03-15,8,1,0.26,0.2879,0.7,0.0896,23,282
10293,2012-03-09,23,1,0.32,0.303,0.33,0.2985,9,86
4213,2011-06-29,11,1,0.76,0.6667,0.35,0.2239,53,170
13957,2012-08-09,18,2,0.82,0.7576,0.46,0.2537,78,811
13459,2012-07-20,0,3,0.66,0.5909,0.89,0.0896,2,34
1548,2011-03-09,21,2,0.32,0.303,0.93,0.3284,10,62
16178,2012-11-11,20,1,0.44,0.4394,0.62,0.1642,54,200
11515,2012-04-30,0,1,0.44,0.4394,0.72,0.1045,12,48
11796,2012-05-11,17,1,0.64,0.6061,0.23,0.2537,102,779
8547,2011-12-27,21,1,0.32,0.3333,0.87,0.0896,11,63
5184,2011-08-08,22,1,0.76,0.7121,0.58,0.1045,26,147
1461,2011-03-06,4,2,0.42,0.4242,0.88,0.3582,0,3
14612,2012-09-06,1,2,0.7,0.6667,0.84,0.0,2,18
16876,2012-12-10,23,1,0.46,0.4545,0.88,0.2537,8,84
3220,2011-05-19,2,1,0.5,0.4848,0.94,0.0,3,15
15631,2012-10-18,12,2,0.6,0.6212,0.53,0.2537,93,377
16674,2012-12-02,13,1,0.4,0.4091,0.71,0.2239,84,431
